INFO: 2024/10/30 15:20:31 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 12,  total process had_lane_link: 1, total time costs 7.5424ms
INFO: 2024/10/31 21:24:34 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 794.0204ms
INFO: 2024/10/31 21:24:43 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 2.5164185s
INFO: 2024/10/31 21:24:43 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 839.8989ms
INFO: 2024/10/31 21:24:45 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.6379266s
INFO: 2024/10/31 21:24:53 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.3646863s
INFO: 2024/10/31 21:24:54 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 99.7449ms
INFO: 2024/10/31 21:26:40 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 933.4013ms
INFO: 2024/10/31 21:26:50 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 4.3302417s
INFO: 2024/10/31 21:26:53 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 252.7016ms
INFO: 2024/10/31 21:26:56 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.5552933s
INFO: 2024/10/31 21:27:04 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.765687s
INFO: 2024/10/31 21:27:04 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 613.0852ms
INFO: 2024/10/31 21:27:07 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.8561918s
INFO: 2024/10/31 21:27:16 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 2.2047171s
INFO: 2024/10/31 21:27:21 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 162.0723ms
INFO: 2024/10/31 21:27:24 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 324.3388ms
INFO: 2024/10/31 21:28:38 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 444.2098ms
INFO: 2024/10/31 21:28:54 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.4041838s
INFO: 2024/10/31 21:29:50 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 111.8945ms
INFO: 2024/10/31 21:30:19 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.6623275s
INFO: 2024/10/31 21:30:26 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 320.0116ms
INFO: 2024/10/31 21:30:28 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 2.2735314s
INFO: 2024/10/31 21:30:35 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 377.9929ms
INFO: 2024/10/31 21:30:38 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.6659855s
INFO: 2024/10/31 21:35:22 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 102.6108ms
INFO: 2024/10/31 21:35:24 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 541.6875ms
INFO: 2024/10/31 21:35:30 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.8891421s
INFO: 2024/10/31 21:35:35 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.9659956s
INFO: 2024/10/31 21:35:41 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 480.6767ms
INFO: 2024/10/31 21:35:42 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 96.3873ms
INFO: 2024/10/31 21:35:51 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 2.2966386s
INFO: 2024/10/31 21:35:51 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 480.6116ms
INFO: 2024/10/31 21:35:54 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.3865347s
INFO: 2024/10/31 21:36:01 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 290.5474ms
INFO: 2024/10/31 21:39:16 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.6005433s
INFO: 2024/10/31 21:39:24 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 807.6144ms
INFO: 2024/10/31 21:39:26 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.8071251s
INFO: 2024/10/31 21:39:33 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.5091296s
INFO: 2024/10/31 21:39:35 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 791.245ms
INFO: 2024/10/31 21:39:40 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 258.9458ms
INFO: 2024/10/31 21:39:46 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 228.8553ms
INFO: 2024/10/31 21:39:49 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.3816432s
INFO: 2024/10/31 21:39:58 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.6913262s
INFO: 2024/10/31 21:40:08 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.6428484s
INFO: 2024/10/31 21:43:22 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.3926808s
INFO: 2024/10/31 21:43:29 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 972.4726ms
INFO: 2024/10/31 21:43:32 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 2.0424236s
INFO: 2024/10/31 21:43:39 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.2700925s
INFO: 2024/10/31 21:43:43 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0438301s
INFO: 2024/10/31 21:43:47 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 351.9486ms
INFO: 2024/10/31 21:43:51 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.5930519s
INFO: 2024/10/31 21:43:52 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 192.2505ms
INFO: 2024/10/31 21:44:01 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 778.4739ms
INFO: 2024/10/31 21:44:10 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.6434849s
INFO: 2024/10/31 21:49:22 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 769.4848ms
INFO: 2024/10/31 21:49:26 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.4131384s
INFO: 2024/10/31 21:49:34 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 216.2093ms
INFO: 2024/10/31 21:49:36 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 855.3954ms
INFO: 2024/10/31 21:49:44 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.0145646s
INFO: 2024/10/31 21:49:44 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.275497s
INFO: 2024/10/31 21:49:46 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 720.8128ms
INFO: 2024/10/31 21:49:53 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 429.7999ms
INFO: 2024/10/31 21:49:53 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 2.5918721s
INFO: 2024/10/31 21:49:57 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 2.762934s
INFO: 2024/10/31 21:51:30 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 76.8513ms
INFO: 2024/10/31 21:51:31 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 64.1992ms
INFO: 2024/10/31 21:51:33 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 78.2362ms
INFO: 2024/10/31 21:53:18 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 149.9409ms
INFO: 2024/10/31 21:53:19 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 79.2986ms
INFO: 2024/10/31 21:53:21 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 166.8083ms
INFO: 2024/10/31 21:54:16 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 74.7278ms
INFO: 2024/10/31 21:54:17 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 36.5625ms
INFO: 2024/10/31 21:54:18 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 28.4701ms
INFO: 2024/10/31 22:02:52 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 283.8274ms
INFO: 2024/10/31 22:03:35 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 2.0689749s
INFO: 2024/10/31 22:14:27 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.8667466s
INFO: 2024/10/31 22:15:02 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.6287749s
INFO: 2024/10/31 22:15:37 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.3780673s
INFO: 2024/10/31 22:21:18 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 1.1416298s
INFO: 2024/10/31 22:21:20 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 1.0630617s
INFO: 2024/10/31 22:21:21 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 49.8095ms
INFO: 2024/10/31 22:22:14 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 51.5785ms
INFO: 2024/10/31 22:22:16 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 837.6385ms
INFO: 2024/10/31 22:22:17 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 45.422ms
INFO: 2024/10/31 22:22:19 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 723.4762ms
INFO: 2024/10/31 22:22:20 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 35.055ms
INFO: 2024/10/31 22:22:21 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 41.1448ms
INFO: 2024/10/31 22:22:23 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 858.4729ms
INFO: 2024/10/31 22:22:24 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 42.6067ms
INFO: 2024/10/31 22:22:25 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 222.9843ms
INFO: 2024/10/31 22:22:27 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 644.0451ms
INFO: 2024/10/31 22:25:52 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 481.309ms
INFO: 2024/10/31 22:25:53 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 99.3857ms
INFO: 2024/10/31 22:25:54 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 74.8994ms
INFO: 2024/10/31 22:25:56 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 405.5601ms
INFO: 2024/10/31 22:25:57 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 46.3896ms
INFO: 2024/10/31 22:25:58 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 53.3904ms
INFO: 2024/10/31 22:26:00 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 310.534ms
INFO: 2024/10/31 22:26:01 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 304.9043ms
INFO: 2024/10/31 22:26:02 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 53.9845ms
INFO: 2024/10/31 22:26:04 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 418.0862ms
INFO: 2024/10/31 22:27:47 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 835.7073ms
INFO: 2024/10/31 22:27:49 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 554.3035ms
INFO: 2024/10/31 22:27:50 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 611.3182ms
INFO: 2024/10/31 22:27:52 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 567.3867ms
INFO: 2024/10/31 22:27:54 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 565.759ms
INFO: 2024/10/31 22:27:55 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 560.2671ms
INFO: 2024/10/31 22:27:57 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 557.112ms
INFO: 2024/10/31 22:27:59 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 566.1964ms
INFO: 2024/10/31 22:28:00 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 574.5626ms
INFO: 2024/10/31 22:28:02 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 602.0406ms
INFO: 2024/10/31 22:46:25 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 66.0564ms
INFO: 2024/10/31 22:46:27 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 83.8401ms
INFO: 2024/10/31 22:46:28 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 139.623ms
INFO: 2024/10/31 22:46:29 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 176.7438ms
INFO: 2024/10/31 22:46:30 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 53.4766ms
INFO: 2024/10/31 22:46:32 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 57.15ms
INFO: 2024/10/31 22:46:33 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 74.7707ms
INFO: 2024/10/31 22:46:34 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 68.3599ms
INFO: 2024/10/31 22:46:35 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 65.9891ms
INFO: 2024/10/31 22:46:36 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 84.4852ms
INFO: 2024/10/31 22:48:46 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 64.8825ms
INFO: 2024/10/31 22:48:47 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 62.9502ms
INFO: 2024/10/31 22:48:48 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 63.8254ms
INFO: 2024/10/31 22:48:50 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 220.1924ms
INFO: 2024/10/31 22:48:51 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 42.2734ms
INFO: 2024/10/31 22:48:52 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 44.0928ms
INFO: 2024/10/31 22:48:53 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 41.4442ms
INFO: 2024/10/31 22:48:54 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 52.7246ms
INFO: 2024/10/31 22:48:56 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 44.6874ms
INFO: 2024/10/31 22:48:57 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 40.6196ms
INFO: 2024/10/31 22:49:51 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 61.8582ms
INFO: 2024/10/31 22:49:52 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 55.9022ms
INFO: 2024/10/31 22:49:53 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 74.2759ms
INFO: 2024/10/31 22:49:55 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 108.9426ms
INFO: 2024/10/31 22:51:11 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.2807252s
INFO: 2024/10/31 22:52:50 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.9092358s
INFO: 2024/10/31 22:55:38 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.4472369s
INFO: 2024/10/31 22:56:07 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 1, total time costs 34.4001ms
INFO: 2024/10/31 22:57:29 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 1, total time costs 27.2296ms
INFO: 2024/10/31 23:00:18 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 1, total time costs 25.896ms
INFO: 2024/10/31 23:00:59 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 1, total time costs 17.6626ms
INFO: 2024/10/31 23:02:46 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 952.3097ms
INFO: 2024/10/31 23:02:48 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 862.9757ms
INFO: 2024/10/31 23:02:50 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 923.5957ms
INFO: 2024/10/31 23:02:52 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 1.2642511s
INFO: 2024/10/31 23:04:54 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 33.5523ms
INFO: 2024/10/31 23:04:55 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 44.6312ms
INFO: 2024/10/31 23:04:56 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 92.5242ms
INFO: 2024/10/31 23:04:58 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 28.5861ms
INFO: 2024/10/31 23:09:49 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 40.3784ms
INFO: 2024/10/31 23:09:50 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 26.2462ms
INFO: 2024/10/31 23:09:52 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 23.4259ms
INFO: 2024/10/31 23:09:53 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 42.8727ms
INFO: 2024/10/31 23:14:38 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 101.6357ms
INFO: 2024/10/31 23:14:39 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 66.2847ms
INFO: 2024/10/31 23:14:41 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 457.6137ms
INFO: 2024/10/31 23:14:42 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 84.9564ms
INFO: 2024/11/01 15:15:25 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 2.1638325s
INFO: 2024/11/01 15:15:29 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 2.3731618s
INFO: 2024/11/01 15:15:32 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 2.482433s
INFO: 2024/11/01 15:15:35 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 1.8524138s
INFO: 2024/11/01 15:25:40 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 2.2165073s
INFO: 2024/11/01 15:29:45 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 2.0410917s
INFO: 2024/11/01 15:39:09 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 2.5967853s
INFO: 2024/11/01 16:04:12 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 100, total time costs 3.0150538s
INFO: 2024/11/01 16:16:26 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 1129,  total process had_lane_link: 1, total time costs 3.0129511s
INFO: 2024/11/01 18:08:01 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 1129,  total process had_lane_link: 1, total time costs 3.0032517s
INFO: 2024/11/01 18:10:33 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 1,  total process had_lane_link: 1, total time costs 3.7401ms
INFO: 2024/11/01 18:10:53 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 10,  total process had_lane_link: 1, total time costs 338.0522ms
INFO: 2024/11/01 18:17:28 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 10,  total process had_lane_link: 1, total time costs 696.9348ms
INFO: 2024/11/01 18:29:41 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 10,  total process had_lane_link: 1, total time costs 316.7012ms
INFO: 2024/11/01 18:30:33 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 10,  total process had_lane_link: 1, total time costs 28.6004ms
INFO: 2024/11/04 12:57:16 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 1, total time costs 944.124ms
INFO: 2024/11/04 13:03:59 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 1120,  total process had_lane_link: 1, total time costs 3.010555s
INFO: 2024/11/04 13:21:26 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 1120,  total process had_lane_link: 1, total time costs 3.0160331s
INFO: 2024/11/04 16:35:37 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 1120,  total process had_lane_link: 1, total time costs 3.0197232s
INFO: 2024/11/04 16:38:04 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 1129,  total process had_lane_link: 1, total time costs 3.0266453s
